rst,empty,[8bits]DUT_LBDR.Rxy,[4bits]DUT_LBDR.Cx,[3bits]flit_id,[4bits]dst_addr,[4bits]DUT_LBDR.cur_addr,DUT_LBDR.Rne,DUT_LBDR.Rnw,DUT_LBDR.Ren,DUT_LBDR.Res,DUT_LBDR.Rwn,DUT_LBDR.Rws,DUT_LBDR.Rse,DUT_LBDR.Rsw,DUT_LBDR.Cn,DUT_LBDR.Ce,DUT_LBDR.Cw,DUT_LBDR.Cs,DUT_LBDR.N1,DUT_LBDR.E1,DUT_LBDR.W1,DUT_LBDR.S1,[2bits]DUT_LBDR.x_cur,[2bits]DUT_LBDR.y_cur,[2bits]DUT_LBDR.x_dst,[2bits]DUT_LBDR.y_dst Nport,Eport,Wport,Sport,Lport
0100111100111100101010000001111001111010100000101 00000
0100111100111100101010000001111001111010100000101 00000
0100111100111101001010000001111001111010100000101 00000
0000111100111100100000000001111001111000000000000 00000
0100111100111101000000000001111001111000000000000 00001
1100111100111100100000000001111001111000000000000 00000
1111000011111101000000001110000111111001001000000 00000
0011000011111101000000100110000111111100000010000 00000
1111000011111100100000100110000111111100000010000 00000
1011000011111100100000011110000111111001011000000 00000
1100111100111101000001010001111001111101010100000 00000
0100111100111100100000110001111001111101010010000 00000
0100111100111100100000110001111001111101010010000 00000
1000111100111101000000110001111001111101010010000 00000
0000111100111100111000111001111001111001111010011 00000
0100111100111101011000111001111001111001111010011 00100
0100111100111100111000111001111001111001111010011 00000
0100111100111101011000111001111001111001111010011 00000
1000111100111101011000111001111001111001111010011 00000
1111000011111100111000110110000111111001110010011 00000
0100111100111100111000101001111001111001101010011 00000
0100111100111100111000101001111001111001101010011 00000
0000111100111100101110101001111001111010001011101 00000
0000111100111100101000101001111001111001001010001 01000
0000111100111101001000101001111001111001001010001 00100
1100111100111100101000101001111001111001001010001 00100
1000111100111101001001100001111001111100000110001 00000
0011000011111101001001110110000111111101010110001 00000
1011000011111100101001110110000111111101010110001 00000
1100111100111100101001000001111001111100000100001 00000
1000111100111101001001000001111001111100000100001 00000
1100111100111100101000100001111001111000000010001 00000
0100111100111101001000011001111001111001111000001 00000
1000111100111101001000011001111001111001111000001 00000
1011000011111100101000011110000111111001111000001 00000
0000111100111101001000000001111001111000100000001 00000
0100111100111100101000000001111001111000100000001 00000
0000111100111101001000000001111001111000100000001 00000
0100111100111101001000000001111001111000100000001 00000
0000111100111101001000000001111001111000100000001 00000
0100111100111100101000000001111001111000100000001 00000
0100111100111100101000000001111001111000100000001 00000
1100111100111100101000000001111001111000100000001 00000
1100111100111101001001111001111001111101011110001 00000
1011000011111101001001111110000111111101011110001 00000
1000111100111100101000001001111001111001101000001 00000
1000111100111100101000001001111001111001101000001 00000
1111000011111100101001010110000111111101010100001 00000
0100111100111101001000000001111001111000100000001 00000
1100111100111100101000000001111001111000100000001 00000
1100111100111101001001001001111001111101001100001 00000
0000111100111100110000101001111001111001101010010 00000
1000111100111100110000101001111001111001101010010 00100
0011000011111101010000001110000111111001101000010 00000
0111000011111101010000001110000111111001101000010 00000
0011000011111101010000001110000111111001101000010 00000
0111000011111100110000001110000111111001101000010 00000
0011000011111100101000001110000111111001101000001 00000
1111000011111100101000001110000111111001101000001 00010
0111000011111100101000111110000111111001011010001 00000
0011000011111101001000111110000111111001011010001 00000
0111000011111100101000111110000111111001011010001 00000
0111000011111100101000111110000111111001011010001 00000
1011000011111101001000111110000111111001011010001 00000
1111000011111101001000000110000111111000100000001 00000
1000111100111101001001000001111001111100000100001 00000
1011000011111101001001110110000111111101010110001 00000
0011000011111101001000010110000111111001110000001 00000
1111000011111101001000010110000111111001110000001 00000
1011000011111100101001101110000111111101001110001 00000
0100111100111100101000010001111001111001110000001 00000
0100111100111101001000010001111001111001110000001 00000
1000111100111100101000010001111001111001110000001 00000
0011000011111100101001110110000111111101010110001 00000
0011000011111101001001110110000111111101010110001 10000
1111000011111101001001110110000111111101010110001 10000
1000111100111101001001101001111001111101001110001 00000
0100111100111100101000001001111001111001101000001 00000
1000111100111101001000001001111001111001101000001 00000
0111000011111100101001111110000111111101011110001 00000
1011000011111101001001111110000111111101011110001 00000
1000111100111101001001101001111001111101001110001 00000
0111000011111100101001010110000111111101010100001 00000
1011000011111101001001010110000111111101010100001 00000
1011000011111100101001101110000111111101001110001 00000
0000111100111101001001111001111001111101011110001 00000
0100111100111100101001111001111001111101011110001 00000
0000111100111100100101111001111001111101011111000 00000
0000111100111100111101111001111001111001011111011 00100
0100111100111101011101111001111001111001011111011 00100
1000111100111100111101111001111001111001011111011 00000
0000111100111100100101110001111001111100010111000 00000
0100111100111101000101110001111001111100010111000 10000
1000111100111101000101110001111001111100010111000 00000
0111000011111101000100000110000111111010000001000 00000
1111000011111101000100000110000111111010000001000 00000
0100111100111100100101100001111001111110000111000 00000
1000111100111101000101100001111001111110000111000 00000
0011000011111101000101111110000111111101011111000 00000
1111000011111101000101111110000111111101011111000 00000
0000111100111101000101001001111001111110001101000 00000
1000111100111100100101001001111001111110001101000 00000
0000111100111101000101100001111001111110000111000 00000
0000111100111100111011100001111001111010000110111 00000
1000111100111100111011100001111001111010000110111 01000
0111000011111101011010011110000111111001111000111 00000
0011000011111101011010011110000111111001111000111 00000
1011000011111100111010011110000111111001111000111 00000
0111000011111101011011101110000111111000001110111 00000
0011000011111101011011101110000111111000001110111 00000
0111000011111101011011101110000111111000001110111 00000
0011000011111101011011101110000111111000001110111 00000
0111000011111101011011101110000111111000001110111 00000
0011000011111101011011101110000111111000001110111 00000
1111000011111101011011101110000111111000001110111 00000
0000111100111100110110011001111001111000111001110 00000
0000111100111100101000011001111001111001111000001 00010
0000111100111101001000011001111001111001111000001 00100
1000111100111100101000011001111001111001111000001 00100
0011000011111100111100000110000111111010100001011 00000
0011000011111100101000000110000111111000100000001 00010
0111000011111100101000000110000111111000100000001 00010
0011000011111100111110000110000111111010100001111 00000
0011000011111100100100000110000111111010000001000 00010
1111000011111100100100000110000111111010000001000 01000
1100111100111100100101111001111001111101011111000 00000
1111000011111101000100100110000111111110000011000 00000
0111000011111101000100001110000111111010001001000 00000
0111000011111100100100001110000111111010001001000 00000
0111000011111101000100001110000111111010001001000 00000
1011000011111101000100001110000111111010001001000 00000
1100111100111100100101011001111001111101011101000 00000
1011000011111101000101001110000111111110001101000 00000
1011000011111101000100100110000111111110000011000 00000
0111000011111100100100000110000111111010000001000 00000
1111000011111100100100000110000111111010000001000 00000
0011000011111100110010001110000111111000101000110 00000
0111000011111101010010001110000111111000101000110 00010
0011000011111101010010001110000111111000101000110 00000
1111000011111100110010001110000111111000101000110 00000
1000111100111100110011100001111001111110000110110 00000
0011000011111100101100001110000111111010101001001 00000
1111000011111101001100001110000111111010101001001 00010
1100111100111101001101010001111001111100010101001 00000
0000111100111101001100000001111001111010100001001 00000
1000111100111101001100000001111001111010100001001 00000
0000111100111100101101000001111001111110000101001 00000
0100111100111101001101000001111001111110000101001 01000
0000111100111101001101000001111001111110000101001 00000
0100111100111101001101000001111001111110000101001 00000
0000111100111100110101000001111001111010000101010 00000
1100111100111101010101000001111001111010000101010 01000
0000111100111100110010001001111001111000101000110 00000
1100111100111101010010001001111001111000101000110 00010
0000111100111100101100010001111001111000110001001 00000
0100111100111101001100010001111001111000110001001 00010
0100111100111101001100010001111001111000110001001 00000
1100111100111101001100010001111001111000110001001 00000
0111000011111100101100011110000111111001111001001 00000
0011000011111100101100011110000111111001111001001 00000
1111000011111100101100011110000111111001111001001 00010
0100111100111100101101000001111001111110000101001 00000
0100111100111100101101000001111001111110000101001 00000
1000111100111101001101000001111001111110000101001 00000
0000111100111100100000111001111001111101011010000 00000
1000111100111101000000111001111001111101011010000 00100
1100111100111101000000001001111001111001001000000 00000
0100111100111101000001000001111001111100000100000 00000
1100111100111100100001000001111001111100000100000 00000
1100111100111100100001011001111001111101011100000 00000
1100111100111101000001111001111001111101011110000 00000
0011000011111101000000011110000111111001011000000 00000
1111000011111100100000011110000111111001011000000 00000
0111000011111101000001000110000111111100000100000 00000
1111000011111101000001000110000111111100000100000 00000
1000111100111100100000110001111001111101010010000 00000
1111000011111100100000011110000111111001011000000 00000
1000111100111100100001101001111001111101001110000 00000
0111000011111101000001111110000111111101011110000 00000
0111000011111101000001111110000111111101011110000 00000
1011000011111101000001111110000111111101011110000 00000
1111000011111101000000111110000111111101011010000 00000
1000111100111101000000011001111001111001011000000 00000
1000111100111101000000000001111001111000000000000 00000
0000111100111101000000101001111001111101001010000 00000
1000111100111100100000101001111001111101001010000 00000
1000111100111100100001111001111001111101011110000 00000
1000111100111101000000100001111001111100000010000 00000
0011000011111101000001000110000111111100000100000 00000
0111000011111101000001000110000111111100000100000 00000
0111000011111101000001000110000111111100000100000 00000
1111000011111101000001000110000111111100000100000 00000
1011000011111100100000100110000111111100000010000 00000
1011000011111100100001100110000111111100000110000 00000
1000111100111100100001011001111001111101011100000 00000
1011000011111101000001110110000111111101010110000 00000
0111000011111101000000100110000111111100000010000 00000
0011000011111101000000100110000111111100000010000 00000
1011000011111100100000100110000111111100000010000 00000
1011000011111101000001000110000111111100000100000 00000
1100111100111101000001100001111001111100000110000 00000
1111000011111100100000111110000111111101011010000 00000
1111000011111100100001000110000111111100000100000 00000
1111000011111101000000011110000111111001011000000 00000
1011000011111101000001100110000111111100000110000 00000
1100111100111101000001101001111001111101001110000 00000
1000111100111100100000101001111001111101001010000 00000
0011000011111100101111101110000111111110001111101 00000
1111000011111101001111101110000111111110001111101 10000
0000111100111100110110000001111001111010100001110 00000
1100111100111100110110000001111001111010100001110 01000
1011000011111100110111000110000111111010000101110 00000
0100111100111101010111010001111001111010010101110 00000
1100111100111100110111010001111001111010010101110 00000
0000111100111101010110111001111001111000111011110 00000
0000111100111100101000111001111001111001011010001 00000
1000111100111100101000111001111001111001011010001 00100
1011000011111101001001110110000111111101010110001 00000
1011000011111100101001001110000111111101001100001 00000
0000111100111100100101001001111001111110001101000 00000
1100111100111100100101001001111001111110001101000 01000
1000111100111100100100000001111001111010000001000 00000
0111000011111100100101010110000111111100010101000 00000
0011000011111100111111010110000111111010110101111 00000
0111000011111101011111010110000111111010110101111 00010
1011000011111100111111010110000111111010110101111 00000
0011000011111100111001100110000111111000000110011 00000
1011000011111100111001100110000111111000000110011 00001
1111000011111101011001110110000111111001010110011 00000
0100111100111100111000110001111001111001110010011 00000
0100111100111100111000110001111001111001110010011 00000
0000111100111101011000110001111001111001110010011 00000
0000111100111101011000110001111001111001110010011 00000
1100111100111101011000110001111001111001110010011 00000
1100111100111101011001001001111001111001101100011 00000
1111000011111100111000001110000111111001101000011 00000
0111000011111101011001000110000111111000100100011 00000
1111000011111101011001000110000111111000100100011 00000
0100111100111100111001001001111001111001101100011 00000
1000111100111100111001001001111001111001101100011 00000
1100111100111100111001110001111001111001010110011 00000
0000111100111100100001000001111001111100000100000 00000
1000111100111100100001000001111001111100000100000 10000
0111000011111100100000001110000111111001001000000 00000
1111000011111101000000001110000111111001001000000 00000
0000111100111101000001011001111001111101011100000 00000
1000111100111100100001011001111001111101011100000 00000
1100111100111101000000100001111001111100000010000 00000
1000111100111101000000111001111001111101011010000 00000
0100111100111101000001111001111001111101011110000 00000
0100111100111100100001111001111001111101011110000 00000
0100111100111101000001111001111001111101011110000 00000
0100111100111100100001111001111001111101011110000 00000
0000111100111100101011111001111001111101011110101 00000
0100111100111101001011111001111001111101011110101 00100
1000111100111100101011111001111001111101011110101 00000
1100111100111100101011101001111001111100001110101 00000
1100111100111100101010111001111001111001011010101 00000
1100111100111100101010110001111001111001010010101 00000
0011000011111100100111000110000111111110000101100 00000
1111000011111101000111000110000111111110000101100 10000
0000111100111100101111101001111001111110001111101 00000
0000111100111100100111101001111001111110001111100 01000
0100111100111101000111101001111001111110001111100 01000
0100111100111100100111101001111001111110001111100 00000
0000111100111101000111101001111001111110001111100 00000
0100111100111101000111101001111001111110001111100 00000
0000111100111101000111101001111001111110001111100 00000
0100111100111100100111101001111001111110001111100 00000
1100111100111100100111101001111001111110001111100 00000
0100111100111100100111100001111001111110000111100 00000
1000111100111100100111100001111001111110000111100 00000
1011000011111101000111010110000111111110010101100 00000
0100111100111101000110101001111001111110001011100 00000
1000111100111101000110101001111001111110001011100 00000
1000111100111100100110101001111001111110001011100 00000
1100111100111101000111110001111001111110010111100 00000
0100111100111100100110100001111001111110000011100 00000
0100111100111100100110100001111001111110000011100 00000
0100111100111100100110100001111001111110000011100 00000
1000111100111101000110100001111001111110000011100 00000
1000111100111101000110011001111001111000011001100 00000
1111000011111100100110001110000111111010001001100 00000
0011000011111101000111000110000111111110000101100 00000
0111000011111100100111000110000111111110000101100 00000
1011000011111101000111000110000111111110000101100 00000
0011000011111100101100010110000111111000110001001 00000
0111000011111100101100010110000111111000110001001 00010
0111000011111100101100010110000111111000110001001 00000
0111000011111100101100010110000111111000110001001 00000
0011000011111100111010010110000111111001110000111 00000
1011000011111101011010010110000111111001110000111 00010
1100111100111100111011100001111001111010000110111 00000
1000111100111100111010011001111001111001111000111 00000
1111000011111100111011011110000111111001111100111 00000
1100111100111100111010101001111001111000101010111 00000
0111000011111101011010110110000111111001110010111 00000
0011000011111101011010110110000111111001110010111 00000
0011000011111101011010110110000111111001110010111 00000
0011000011111100110100110110000111111000110011010 00000
1111000011111101010100110110000111111000110011010 00010
1111000011111100110100110110000111111000110011010 00000
1000111100111101010101011001111001111001011101010 00000
1000111100111100110100000001111001111010100001010 00000
1100111100111101010101111001111001111101011111010 00000
0111000011111100110101000110000111111010000101010 00000
0111000011111100110101000110000111111010000101010 00000
0111000011111101010101000110000111111010000101010 00000
1111000011111100110101000110000111111010000101010 00000
0011000011111101010101001110000111111010001101010 00000
0011000011111101010101001110000111111010001101010 00000
1011000011111100110101001110000111111010001101010 00000
0100111100111101010101101001111001111110001111010 00000
0100111100111101010101101001111001111110001111010 00000
1100111100111101010101101001111001111110001111010 00000
1011000011111100110101111110000111111101011111010 00000
1011000011111100110101110110000111111100010111010 00000
1111000011111101010101100110000111111110000111010 00000
1111000011111100110100000110000111111010100001010 00000
0011000011111100101110101110000111111010001011101 00000
1011000011111100101110101110000111111010001011101 01000
0000111100111100101011011001111001111101011100101 00000
0000111100111101001011011001111001111101011100101 00100
1100111100111100101011011001111001111101011100101 00100
0011000011111101001010010110000111111001110000101 00000
0011000011111101001010010110000111111001110000101 00000
0111000011111100101010010110000111111001110000101 00000
1011000011111100101010010110000111111001110000101 00000
0000111100111100101000101001111001111001001010001 00000
1100111100111100101000101001111001111001001010001 00100
0111000011111100101001101110000111111101001110001 00000
0011000011111101001001101110000111111101001110001 00000
0011000011111101001001101110000111111101001110001 00000
1011000011111101001001101110000111111101001110001 00000
1011000011111101001000001110000111111001101000001 00000
1000111100111101001001101001111001111101001110001 00000
0100111100111100101000101001111001111001001010001 00000
0100111100111100101000101001111001111001001010001 00000
1100111100111100101000101001111001111001001010001 00000
1100111100111100101000110001111001111001010010001 00000
1111000011111101001001011110000111111101011100001 00000
1111000011111101001001110110000111111101010110001 00000
1011000011111100101000100110000111111000000010001 00000
0111000011111101001000010110000111111001110000001 00000
1011000011111100101000010110000111111001110000001 00000
1000111100111101001000110001111001111001010010001 00000
0000111100111101001001110001111001111101010110001 00000
1000111100111101001001110001111001111101010110001 00000
0011000011111101001001101110000111111101001110001 00000
0111000011111100101001101110000111111101001110001 00000
0011000011111101001001101110000111111101001110001 00000
0011000011111100100101101110000111111110001111000 00000
0011000011111101000101101110000111111110001111000 10000
0111000011111101000101101110000111111110001111000 10000
0011000011111100110011101110000111111100001110110 00000
0011000011111101010011101110000111111100001110110 10000
1111000011111101010011101110000111111100001110110 10000
0100111100111101010010001001111001111000101000110 00000
1100111100111100110010001001111001111000101000110 00000
0011000011111101010010011110000111111001111000110 00000
0111000011111101010010011110000111111001111000110 00000
1111000011111101010010011110000111111001111000110 00000
0100111100111101010011111001111001111101011110110 00000
0100111100111100110011111001111001111101011110110 00000
1000111100111100110011111001111001111101011110110 00000
1100111100111100110010100001111001111010100010110 00000
1000111100111101010011101001111001111100001110110 00000
1100111100111100110011111001111001111101011110110 00000
1011000011111101010010000110000111111010100000110 00000
0111000011111100110010100110000111111010100010110 00000
1011000011111100110010100110000111111010100010110 00000
1111000011111101010011010110000111111001010100110 00000
1111000011111100110010111110000111111001111010110 00000
0000111100111100110101000001111001111010000101010 00000
0000111100111100100011000001111001111110000100100 01000
0000111100111101000011000001111001111110000100100 01000
0100111100111101000011000001111001111110000100100 01000
0100111100111100100011000001111001111110000100100 00000
0000111100111101000011000001111001111110000100100 00000
0000111100111101000011000001111001111110000100100 00000
1100111100111101000011000001111001111110000100100 00000
1011000011111101000010101110000111111100001010100 00000
0011000011111101000010110110000111111101010010100 00000
0011000011111101000010110110000111111101010010100 00000
0111000011111100100010110110000111111101010010100 00000
0111000011111101000010110110000111111101010010100 00000
0111000011111100100010110110000111111101010010100 00000
1011000011111101000010110110000111111101010010100 00000
0000111100111101000010100001111001111110000010100 00000
1000111100111100100010100001111001111110000010100 00000
0011000011111101000010111110000111111101011010100 00000
1011000011111101000010111110000111111101011010100 00000
0011000011111100111010111110000111111001111010111 00000
1111000011111101011010111110000111111001111010111 00010
1100111100111101011010000001111001111010100000111 00000
1111000011111101011010101110000111111000101010111 00000
1111000011111100111010101110000111111000101010111 00000
1011000011111100111010100110000111111010100010111 00000
0000111100111101011011101001111001111000001110111 00000
0000111100111100110001101001111001111101001110010 00000
0000111100111101010001101001111001111101001110010 00100
1100111100111101010001101001111001111101001110010 00100
1011000011111101010001011110000111111001011100010 00000
0100111100111101010001011001111001111001011100010 00000
0000111100111101010001011001111001111001011100010 00000
1100111100111100110001011001111001111001011100010 00000
1011000011111100110000000110000111111000100000010 00000
0111000011111101010001011110000111111001011100010 00000
0111000011111101010001011110000111111001011100010 00000
0011000011111100111101011110000111111001111101011 00000
0011000011111100101111011110000111111100011101101 00010
1111000011111101001111011110000111111100011101101 10000
0100111100111101001110110001111001111010010011101 00000
0100111100111101001110110001111001111010010011101 00000
1000111100111101001110110001111001111010010011101 00000
1100111100111100101110001001111001111010101001101 00000
0000111100111101001111111001111001111100011111101 00000
1000111100111100101111111001111001111100011111101 00000
0000111100111101001111000001111001111110000101101 00000
0100111100111101001111000001111001111110000101101 00000
1000111100111100101111000001111001111110000101101 00000
1111000011111100101111100110000111111110000111101 00000
0011000011111101001111101110000111111110001111101 00000
1011000011111100101111101110000111111110001111101 00000
1000111100111101001110011001111001111000111001101 00000
0111000011111100101111111110000111111100011111101 00000
1111000011111101001111111110000111111100011111101 00000
1011000011111100101111010110000111111110010101101 00000
1111000011111101001111011110000111111100011101101 00000
0000111100111100101011000001111001111110000100101 00000
0100111100111100101011000001111001111110000100101 01000
0100111100111100101011000001111001111110000100101 00000
0100111100111101001011000001111001111110000100101 00000
1000111100111101001011000001111001111110000100101 00000
0011000011111101001011000110000111111110000100101 00000
1111000011111100101011000110000111111110000100101 00000
0111000011111101001010100110000111111010000010101 00000
0011000011111100100000100110000111111100000010000 00000
0111000011111101000000100110000111111100000010000 10000
1111000011111100100000100110000111111100000010000 00000
1000111100111101000001110001111001111101010110000 00000
1111000011111101000001111110000111111101011110000 00000
0000111100111100111000100001111001111000100010011 00000
0000111100111101011000100001111001111000100010011 00010
0000111100111100111010100001111001111010100010111 00010
1000111100111101011010100001111001111010100010111 01000
0111000011111101011010011110000111111001111000111 00000
1111000011111100111010011110000111111001111000111 00000
0111000011111100111010011110000111111001111000111 00000
0111000011111100111010011110000111111001111000111 00000
1111000011111100111010011110000111111001111000111 00000
0011000011111101011011011110000111111001111100111 00000
1111000011111100111011011110000111111001111100111 00000
1000111100111101011010001001111001111000101000111 00000
0000111100111100101101011001111001111101011101001 00000
1100111100111101001101011001111001111101011101001 00100
1011000011111100101101000110000111111110000101001 00000
0111000011111100101101111110000111111101011111001 00000
1011000011111100101101111110000111111101011111001 00000
1100111100111101001100011001111001111001111001001 00000
0000111100111101001100101001111001111010001011001 00000
1000111100111100101100101001111001111010001011001 00000
0100111100111101001100001001111001111010101001001 00000
0100111100111100101100001001111001111010101001001 00000
1000111100111101001100001001111001111010101001001 00000
0100111100111101001100000001111001111010100001001 00000
0100111100111101001100000001111001111010100001001 00000
1100111100111101001100000001111001111010100001001 00000
1111000011111101001101000110000111111110000101001 00000
0111000011111100101101001110000111111110001101001 00000
0011000011111100111111001110000111111010101101111 00000
0111000011111101011111001110000111111010101101111 00010
0111000011111101011111001110000111111010101101111 00000
0111000011111101011111001110000111111010101101111 00000
1011000011111100111111001110000111111010101101111 00000
1111000011111100111111000110000111111010100101111 00000
1111000011111101011110100110000111111010100011111 00000
0000111100111101011110100001111001111010100011111 00000
0000111100111100110000100001111001111000100010010 00000
1000111100111100110000100001111001111000100010010 00010
1100111100111100110001010001111001111001010100010 00000
1100111100111101010001110001111001111101010110010 00000
0000111100111100101100000001111001111010100001001 00000
0000111100111100101000000001111001111000100000001 01000
0000111100111101001000000001111001111000100000001 00010
0000111100111100100000000001111001111000000000000 00010
1000111100111100100000000001111001111000000000000 00001
1000111100111101000000011001111001111001011000000 00000
0011000011111101000001111110000111111101011110000 00000
1111000011111100100001111110000111111101011110000 00000
0000111100111100111110011001111001111000111001111 00000
0100111100111101011110011001111001111000111001111 00010
1100111100111100111110011001111001111000111001111 00000
1011000011111101011111010110000111111010110101111 00000
1100111100111100111110011001111001111000111001111 00000
0011000011111100111100000110000111111010100001011 00000
1011000011111100111100000110000111111010100001011 00010
1000111100111100111100001001111001111010101001011 00000
0100111100111100111101101001111001111010001111011 00000
1100111100111100111101101001111001111010001111011 00000
0011000011111100100011010110000111111101010100100 00000
0011000011111101000011010110000111111101010100100 10000
0111000011111101000011010110000111111101010100100 10000
1111000011111101000011010110000111111101010100100 00000
1100111100111101000011101001111001111100001110100 00000
0011000011111100111001101110000111111001001110011 00000
0111000011111101011001101110000111111001001110011 00100
1111000011111100111001101110000111111001001110011 00000
1000111100111100111000110001111001111001110010011 00000
0100111100111100111001110001111001111001010110011 00000
0100111100111101011001110001111001111001010110011 00000
1000111100111101011001110001111001111001010110011 00000
1011000011111101011001101110000111111001001110011 00000
1000111100111100111000101001111001111001101010011 00000
1111000011111101011001010110000111111001110100011 00000
1111000011111101011000000110000111111000100000011 00000
1011000011111100111000101110000111111001101010011 00000
0000111100111100110011010001111001111001010100110 00000
0100111100111101010011010001111001111001010100110 00100
1100111100111101010011010001111001111001010100110 00000
0100111100111101010011001001111001111000001100110 00000
1000111100111101010011001001111001111000001100110 00000
1111000011111101010011001110000111111000001100110 00000
1111000011111100110010110110000111111001110010110 00000
1011000011111100110011100110000111111110000110110 00000
1011000011111100110011001110000111111000001100110 00000
0000111100111100111001110001111001111001010110011 00000
1100111100111101011001110001111001111001010110011 00100
1000111100111100111000000001111001111000100000011 00000
1011000011111100111000000110000111111000100000011 00000
0100111100111101011001111001111001111001011110011 00000
0000111100111100101001111001111001111101011110001 00000
1000111100111100101001111001111001111101011110001 00100
1011000011111101001001110110000111111101010110001 00000
1011000011111100101001000110000111111100000100001 00000
1111000011111101001001010110000111111101010100001 00000
1100111100111100101001111001111001111101011110001 00000
0011000011111100101000001110000111111001101000001 00000
0011000011111101001000001110000111111001101000001 00010
1011000011111100101000001110000111111001101000001 00010
0111000011111101001001110110000111111101010110001 00000
1111000011111101001001110110000111111101010110001 00000
0100111100111100101001111001111001111101011110001 00000
0100111100111100101001111001111001111101011110001 00000
0000111100111100100011111001111001111101011110100 00000
1100111100111101000011111001111001111101011110100 00100
0011000011111101000011101110000111111100001110100 00000
0111000011111101000011101110000111111100001110100 00000
0011000011111100111011101110000111111000001110111 00000
1111000011111101011011101110000111111000001110111 00001
1000111100111101011011010001111001111001110100111 00000
1000111100111100111010111001111001111001111010111 00000
1000111100111101011011001001111001111000101100111 00000
0011000011111100101011101110000111111100001110101 00000
1111000011111100101011101110000111111100001110101 10000
1111000011111100101011110110000111111101010110101 00000
0111000011111100101010110110000111111001010010101 00000
0111000011111101001010110110000111111001010010101 00000
0111000011111101001010110110000111111001010010101 00000
0111000011111100101010110110000111111001010010101 00000
0111000011111100101010110110000111111001010010101 00000
0011000011111100110110110110000111111010110011110 00000
0111000011111100110110110110000111111010110011110 00010
0111000011111100110110110110000111111010110011110 00000
0011000011111101010110110110000111111010110011110 00000
0011000011111101010110110110000111111010110011110 00000
1011000011111100110110110110000111111010110011110 00000
0100111100111101010110000001111001111010100001110 00000
1000111100111100110110000001111001111010100001110 00000
1011000011111101010111000110000111111010000101110 00000
1111000011111100110110001110000111111010101001110 00000
1011000011111101010110111110000111111000111011110 00000
1111000011111100110110110110000111111010110011110 00000
1111000011111101010111101110000111111110001111110 00000
1000111100111101010110001001111001111010101001110 00000
1111000011111101010110101110000111111010101011110 00000
0111000011111101010110010110000111111010110001110 00000
0111000011111100110110010110000111111010110001110 00000
1111000011111101010110010110000111111010110001110 00000
0100111100111101010111100001111001111110000111110 00000
1100111100111101010111100001111001111110000111110 00000
1111000011111100110111110110000111111110010111110 00000
0000111100111101010111000001111001111010000101110 00000
0000111100111100110001000001111001111000000100010 00000
0000111100111100100001000001111001111100000100000 00001
0100111100111101000001000001111001111100000100000 10000
0100111100111101000001000001111001111100000100000 00000
1000111100111101000001000001111001111100000100000 00000
1100111100111101000001001001111001111101001100000 00000
1100111100111101000001000001111001111100000100000 00000
1100111100111100100001111001111001111101011110000 00000
0000111100111101000000100001111001111100000010000 00000
0000111100111101000000100001111001111100000010000 00000
1000111100111100100000100001111001111100000010000 00000
1111000011111101000001111110000111111101011110000 00000
1100111100111100100000001001111001111001001000000 00000
1000111100111100100000111001111001111101011010000 00000
1100111100111101000000001001111001111001001000000 00000
1111000011111101000001010110000111111101010100000 00000
0100111100111100100001001001111001111101001100000 00000
1100111100111100100001001001111001111101001100000 00000
0011000011111101000000110110000111111101010010000 00000
1111000011111101000000110110000111111101010010000 00000
1111000011111101000001001110000111111101001100000 00000
0111000011111101000001011110000111111101011100000 00000
0111000011111100100001011110000111111101011100000 00000
1111000011111100100001011110000111111101011100000 00000
1111000011111100100000000110000111111000000000000 00000
1000111100111100100001110001111001111101010110000 00000
0000111100111101000001100001111001111100000110000 00000
0000111100111101000001100001111001111100000110000 00000
0100111100111101000001100001111001111100000110000 00000
1100111100111100100001100001111001111100000110000 00000
0111000011111100100000010110000111111001010000000 00000
1111000011111100100000010110000111111001010000000 00000
1011000011111100100001010110000111111101010100000 00000
0011000011111101000001110110000111111101010110000 00000
1111000011111101000001110110000111111101010110000 00000
1100111100111101000001101001111001111101001110000 00000
0100111100111101000000011001111001111001011000000 00000
1000111100111100100000011001111001111001011000000 00000
0111000011111100100001100110000111111100000110000 00000
1011000011111100100001100110000111111100000110000 00000
0111000011111100100000000110000111111000000000000 00000
0111000011111101000000000110000111111000000000000 00000
1111000011111100100000000110000111111000000000000 00000
0011000011111101000001011110000111111101011100000 00000
0011000011111100110001011110000111111001011100010 00000
1011000011111100110001011110000111111001011100010 00100
1011000011111100110001001110000111111001001100010 00000
1000111100111100110000000001111001111000100000010 00000
0111000011111101010000010110000111111001110000010 00000
0011000011111100111000010110000111111001110000011 00000
1011000011111100111000010110000111111001110000011 00010
1100111100111101011001111001111001111001011110011 00000
1111000011111100111000110110000111111001110010011 00000
0111000011111101011000101110000111111001101010011 00000
0111000011111100111000101110000111111001101010011 00000
0111000011111101011000101110000111111001101010011 00000
0111000011111101011000101110000111111001101010011 00000
1011000011111100111000101110000111111001101010011 00000
1100111100111100111000100001111001111000100010011 00000
0000111100111101011001010001111001111001110100011 00000
0100111100111100111001010001111001111001110100011 00000
1100111100111101011001010001111001111001110100011 00000
0000111100111100100001100001111001111100000110000 00000
1100111100111100100001100001111001111100000110000 10000
0000111100111101000001100001111001111100000110000 00000
